id,side,area,mask_type,unused,resource_bytes,pixel_bytes,blitter_bytes,pixel_sha256,blitter_sha256,transparent_index_assumed
405,32,1024,0,0,1698,1024,668,88e606af2c8039b593c1c8b1862c9fc52db0866f7e1ad7c65f1c38403be5f557,52555cdcce67fea670a6023250a43ca083afd32ff065cb038aabadd16af760c9,0
406,32,1024,0,0,1704,1024,674,820bea25488f2e3d265a73ff04238f21484a99d311b492058bd0615fec9d8061,709058aea2491c47d5596e1f1a0555f0b0626e566940a04452c464736e8cc048,0
407,32,1024,0,0,1680,1024,650,7a0fa20dff7ad514a50f6e3994b59852e34fbe0edd432e2cc81a5bbbbff0e343,501ca4c7c79ee6c2ff4fde39301acec8022028bb1e4112001bcb35fcb0b7c08f,0
408,32,1024,0,0,1716,1024,686,cda68c2373b3bae471c44d08c67e1034d23460f73e74230b404f144d9f2fd0d3,bc5ff9304da92eaddb1f25200d4182cdcfbdca39ee2f89ccaec3f07b949eeca6,0
409,32,1024,0,0,1698,1024,668,1ecf4251c63ebc7d81e8ca85661138a97571106b2a4094dda5d873a6783f3250,63350b860226ea5124e442885f46718f92cf6779cca5f5f8d9390a5e7373dab2,0
410,32,1024,0,0,1764,1024,734,b681a868e45f83df89e919286c8f75ec1baedac617c21d8d7d34af152bddc2f5,d4ef38671f6841267658f25f45be2c0898d47801d7d3ca1d36ea927426695705,0
411,32,1024,0,0,1740,1024,710,07dc32645ed215b3d58c792d7408d4b2bee5049f209f40eb017674e93c782d01,ee8db92e33cd3796dc6250f3f9c8f6b83597a043f57a6420a465d261decd791c,0
412,32,1024,0,0,1662,1024,632,2a14937028be2bd8870c827111de82249260e7b76292622fe685549ad4c06528,f69e7922bbb20819df9f83714a4ddc131862446ebe085908fd36ec836cca8565,0
413,32,1024,0,0,1680,1024,650,c90e86145d6ce58178d261e7a3a60f6c830e8436afb75497aa86a07c83607df5,bdc11db260e35ea7b65e756b2fc5256d314f410f1d771d59cdd688a2aa8949cc,0
414,32,1024,0,0,1680,1024,650,d0557198329afe9751739adfd7883fd2976b9db041b820653f4d4f0a098e3dec,64bf7c4058e2ef257d976555ae8e61caa420dde7c68f251aa7aa9c57a5dcdc99,0
415,32,1024,0,0,1686,1024,656,176b0effa5a0ad3ed3137f72205a8ef4b26c0c3b7bb7229e9f5adff978b7cc31,cf6aedb58bf4e03c7f1f31e65f8af682a103c063afbad567023a01540cd69c26,0
416,32,1024,0,0,1644,1024,614,4033f780e47245090ffaf0e5b3507a5097ea3f8fc9722f958ac0dcdf89fc36a5,e276a29bf11547b4a2b2f14f028e94a6a3f9fc422cb024951a21887dbd962cdb,0
417,32,1024,0,0,1680,1024,650,b6833903d82a8d9607c36ec301d49fff63e9dbe9a909712360264d674c339ad9,53ea3b3fe933ccf8160a042b624d95f135037ee7cb85932ef0e903b37668fb91,0
418,32,1024,0,0,1692,1024,662,0a08b01fe02a12d08720387862813af6366af56148bfea539c728c1b667010af,b5d59e785a1024ac1665af06a5e631636dd311db72f1caee0c0c2f4859bc7fb5,0
419,32,1024,0,0,1692,1024,662,a2f50d4c1612706230cf26839dcd81fa17e7f4256cd94db5e3a1a81143e43263,4a64c16ce43895d8182dfc6b95a171df9dbaaec30a4f5bbaf374b1c18399bc8c,0
420,32,1024,0,0,1698,1024,668,ee01a969f8e06de4138052cbb78ca9e580aa0fb761fe5d214e9743960f679930,d6a4e209e4a24bfe334d30975a0165d6eab2c42d08cb2f9d7b49847d0bc14fa6,0
421,32,1024,0,0,1704,1024,674,938003326ac3811243dfe8dd680e361d2a8854efd5bb9a6d8ef06db4f27fab95,54976dca8309f54cfb3ad9ac7c93159e5bdb764f512ff2aeddffa41ec15230f2,0
422,32,1024,0,0,1710,1024,680,f2c5fb22923cafdf35eee175106a4d17869d026db1af630ccd7922347af2d265,25b6ae3427ab8f9f0d569a53af9e8c70b55a099fe676d7d51179f6922a6b242c,0
423,32,1024,0,0,1710,1024,680,a7f2db7c8c0f8f67fa40bed0d3cbb24310600f47fe075124433aaac4c47386b4,ceb898a65324f528a90583e286d68be8de2099ae7547a1a3d76738f474d31021,0
600,32,1024,0,0,1296,1024,266,56bcd92f6f1672b129badba0dfed50e24508cf4d9eec50d118f3253e60a068b9,a934e182b47783b53d986dca8e49e3801b3dd7dacd5c938b731ffa2c42d3e6e3,0
601,32,1024,0,0,1800,1024,770,58662d81b3113f0cca3d753be84fc8fb73fa77fc38d0cd5833d10a65437dc1a4,8f0c4e1c06b4dc5f8f3210b6e1c868c6b700ff64898e51ea44daa3f081e0d1c7,0
602,32,1024,0,0,1980,1024,950,1a4348db764e0beedd7c411947e4d009ffc424de29e7db828c26131ded48fbac,d1d4f774b6a16f3840cce8fb3cd3d8e76b16b09e01ffaf36cf76051d56dc3631,0
603,32,1024,0,0,1976,1024,946,dfd72c4e445ef60a6850a5c453a167ef9463350d5027f6321f962d8fc31967e2,04ea901bc10747b9991bf1e0775c57ac3e6af2036b0bdf1326d2e5ee9bf53662,0
604,32,1024,0,0,2174,1024,1144,b00756798c877cc2489f9159a459f453c59e52fe97d4fc46e019b6ccc70ee9ae,4bf579cfa2e9602f53bc97ba591b0d72e78f77e99e12a4b7ecebf7c6dee6faf4,0
605,32,1024,0,0,2076,1024,1046,1a026afde77dcb16aab84a49f4bd447957b61abae9d94d3816e1e2ad30d28673,90dfe2e2ed029905003b4195457770f3689125958d1efdb4849e62d98e3756ef,0
606,32,1024,0,0,1808,1024,778,c5ea02dabeddef498d736cbd2f4a73f7e673ddee5a774c86a93483c535dc3544,8ca1cc0066411921b618cc7d5206467a13dcb13062b4a9b1db4d23a2d3fc977d,0
607,32,1024,0,0,1890,1024,860,9d526acf654dea23929a848d95d99136559b1e0cd20655bab1435fa1fe7c524c,e0c5a02e93558a1412f210523674b9361c7ce601360b0d6083f00921ae5053bb,0
608,32,1024,0,0,1938,1024,908,c0d1d9dc94750411f1689121ee6a4877553c5bc7f6731e5691994014999ec94a,865ac72d142a247aaf1793c3b9a270fa2ccaba579a7b80eecee849a2d95d3a9f,0
609,32,1024,0,0,1908,1024,878,76e7894270ad762647202af23fea209fe9b370c61b66430a67ecbd1ace1dcf30,96178691456949a1c08056ea1d0917d928716eac3e29dcd0d3df17bad597fd5a,0
610,32,1024,0,0,1170,1024,140,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,867c3c6f32935dfbf90926bb0a27dfe36d7b622105d24f6db3fda74c9d59cde2,0
700,16,256,0,0,440,256,178,bfc8022b67b13c72d8910fb69eee6518cdd3ee2f4974e219e2d0aff1c735c92f,09ba14c47d21d3d62d603cb94edafd5e2873f56a4c4f22e6af28327135460adf,0
701,16,256,0,0,670,256,408,606ac639597480f46e7f3b5c9c5a0c4e31fb7e37c0eaf79abeb00d1d1f801111,d7a6c13567bcd28ceb8b5d755589de43e451d33ceca74ff5c5628642e0a5897e,0
702,16,256,0,0,668,256,406,4f67a62315d4b0a8a85b6218d290ba8cf9da92c7eb47570d7890099426ccbec0,7c1111aa231866b33b3d1234bb9bfd535c624b6fc08c923cd1ee53798d3f27b5,0
703,16,256,0,0,638,256,376,81cf11e98fa83097e1736cd6f0fefbe752f463f3354ce65e6a68a8508e82dde7,a4cdba0acab1f3c2cd5694fda9d5f6d2114460cc6c5fb0f796e2399c13d64b20,0
704,16,256,0,0,638,256,376,6db474be8670b1e71df59f9542a7641769b00a85398741a4e09b544d1c29434d,0f8780c39260e2b7af5e90823718f36fc055d2ef1523823b6e0065c24b641d8d,0
705,16,256,0,0,572,256,310,b2cda6fa80ea34a2cb81c05fa7070b5270bb4e14de6de06cf9966e727e24e3ac,c6fc875ab899278aab9840a377f162592d00e5a3aedc929eb586d6d0a3be0ff1,0
706,16,256,0,0,612,256,350,62a6151896ea1ad8514352f060a0c39dc99d77f79ddd1538d09ca87217eb8708,cc30e10bfec87510915ef88b8c3e2ce7052f804950d0d954e992f8749d825e81,0
707,16,256,0,0,588,256,326,3658bc8701397b88f454e440d998c8c7de7dd51a4c00c09e762c2b4d4d74bd06,736285e9c38ea38718c2a0dfecd3a7fb0a5754021f412ac476ab88e2c759930b,0
708,16,256,0,0,606,256,344,02802f36cbd189a2fe75d9a89cf28481cd259d94e8fb99f80b1d17d9e7cb78f4,d6c9b972463c4ca6fb286d4e65256592e7e8845a708235d7fefbcc2059a07b35,0
709,16,256,0,0,602,256,340,cecbaa1773369ef68788d53c2fcc92f4f9a99c0c6e6c24518a5f9dd56c17712b,43af24f5c8cf76642a0de26b6f88e8d90a0089c2310cee3e64e560c82181fb0a,0
710,16,256,0,0,338,256,76,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,ea808ab3f91eeaa6660a605948f597debd40d4e59b30e3540edbb23811841476,0
800,24,576,0,0,1056,576,474,a01a57b66d4096631b84c87c963767c5830fd4ad2ebd23d1fd39c1079cd54786,61d4e58d69d9de17bfb99d6072f3e8b829549dcee32d41b4b5b26c8c7ad0acbc,0
801,24,576,0,0,1032,576,450,1b176b7c549cbcc4a034ed2f5dc42c54228d34181b1ce48d4ece04349338f99b,5fca83901c4460ad4e2fbdb6344099c045aabc3116577a260d52453e2982a95a,0
802,24,576,0,0,1152,576,570,3b70360b5acdc94322bc73fb5a71249bcc0f7deb8a31d7611863729b272b60cf,227b6cf4a73e104a2efa366b9fc647f8fbbe84766e4b77fa1a623329bb685513,0
803,24,576,0,0,1170,576,588,ce73d18d764d5d2d3aaad213d81245440efdfd21efcf543d09484554c4e95250,72f64652dbfd2e2a225dd279ca9dac34e62473df9f42a36c2ebe9072e4961249,0
804,24,576,0,0,1194,576,612,39bacfcf0aa7f7d5bc067af161be312d528809f6f21433d103635153ed9f41b2,ecc15b34fca9bb1062384cc3c0c32f5832a5c8039d7d653535c87fa9a0debfaa,0
805,24,576,0,0,1188,576,606,010ccddceb4b6863c937a4ab2de6bc911586a70d7633ed6722332eb22acbb728,a4eb8d2fb82eb63f6b04da05755cf963ffd002c3c96e324bf2dccc22aef8b517,0
806,24,576,0,0,1200,576,618,0efccbc653ed210478ea97686444276414bec603c588b7363f51caba18993ba5,718e47e4154564ac9d5f23f256c563fe102678e83e1626e1c35a415611a0c983,0
807,24,576,0,0,1218,576,636,9613c75ffb0b9b608a361d7a9ca0fecbd7e85ed3526a3e095e0b1f6be8e1503b,04fecb3870573828142fa59993bbbaa8243ceeb2df87d2a5461c6ea33698dd66,0
808,24,576,0,0,1242,576,660,2d6f2463653cf36ae32e8b59e0d41ce38d93ca9b3a3070894de5c4129dbcb8d1,d8fc72dc796ce4d7de23119df3866fab2ca2987fa8e5be1cbdb8cb78b0694b1d,0
809,24,576,0,0,1128,576,546,48ccff7d937bdee569d51b42474a34c02fb28a64f2b5df929527280b6b0f3756,58194fcf29e1c02d40d9b8362b15755e591825a95913e2f20087194e49435905,0
810,24,576,0,0,1020,576,438,70b05cc53485a13b18b60465561a99b0c3580d0cc867ee1f8770083d7c91dbed,117bb1990399cde43409cd69166595dac87731e7c0ae7e8d01c1a79792e1fe35,0
811,24,576,0,0,1038,576,456,ade6aca835cdb8495cedf11cb7197aa13e1b9885eefa77ad7ec48f88aa1fe638,df521f8586670ac1f4cc18c687ebed44e810f8e4f03e08721a25b120e4395613,0
812,24,576,0,0,1026,576,444,a3178935a9b2fb53351522a22d69faf0158dc9e65fe61bf1db876fa265c5e449,68eb82903d1c3e915c3518d7fba2c6c26464e6d459cf41b9e358eb075c755f51,0
813,24,576,0,0,1002,576,420,1970d1b9931bdb1e6289f0816561c6c8fbd366e2a9d1a7d1710df5d69ff0601e,591df6a8527e20d0c4d9c11b67ce0b1742a69ae9cc65185ed4e8ea7455c4db3d,0
814,24,576,0,0,954,576,372,eb46f10e3009f39858a9f8be7f6a511e6be63ed5e97565a5fb7b0b6f4b8b83ee,8c6f4c56a1d3d187ad1569293559f075bedc9c9be6cc32e71ee6802749a75c5d,0
815,24,576,0,0,1062,576,480,016f4319877ac17b44bed3b8598577e78182a466299155337243ff983571abe8,4a141effce5b81072388ce0a131bee12ff6a2773d23c50e16a86d7825cf846b4,0
816,24,576,0,0,1134,576,552,178737907905f79b0b1fc883c23df86afa5e13256b85a4a3cd863c7905643cf0,e5bc25fada4e31f547f1a7eb251ab79fe179037c376ad93e7705171a02869cdf,0
817,24,576,0,0,1176,576,594,9b5c3345310d6ac46eeae7de1a203cedcc28129913d9f13971badd38df7c94a6,dd11a5f157e5ed25e109bc54f0d5f3585f9a9e19e76da3ef9a9d2bb6792adeb0,0
818,24,576,0,0,1176,576,594,9cc0f459657b1d3e7e288426af253016bfb54cbe13586843d11d6827af611732,57d60403e82dc7003b1568cf3db7c3c0e3240c6c84b1f40001b6200738b0c249,0
819,24,576,0,0,1188,576,606,67242af1b981e85aba3541f126b6129e487c67474764b08f4c6329d419c66a1c,f73e557a8a5c6ded2cfe44f53428e9ebdab7f0d5a0d4df32dd1bb547f307a4d8,0
820,24,576,0,0,1212,576,630,85059cd49d49b52cf3c35e10f86ddeb808f286b3163c5105b42aaa6d452ac382,74e7136c4abd7fb2293e3bad577098c7dd63dbed7feaf12f89dfc00dddbf35e1,0
821,24,576,0,0,1194,576,612,83d6a0950ae2e88ec4d2b2751c3b816aeea6576a847f01201a389418fca11051,c2098b5da433070a4332c2cd6f6232a7fd7497c456d710bff6008d85b69ef2b0,0
822,24,576,0,0,1260,576,678,63eccc0153ea2bf802ba5573cc8d9982cdeb542b16c7715ed21c24b36d13c68f,ca671d5dff594ab8ff8433876a68be445020c41320bdbdba9c5bf92e0a411b34,0
823,24,576,0,0,1254,576,672,228f6ed570a787daa463fa4fd7a92747e7dec4c552fc3866bdeefb88798f566b,57cef8e5c9e91c19d29c56c3e7f366d4b3ec4b75b9107cc6254eb28c79c12689,0
824,24,576,0,0,1260,576,678,2bc137742177bd71975dbb72ff22a95faf08fc6f51c59e03a58961a20b11c18e,6e26838cf91cedf7c0a6d8e1ca527f2c1743e9f7500bf64c2927cf0a34464c44,0
825,24,576,0,0,1272,576,690,c4624c5033704001fccb0697f1db8197c5340fa507670e958c18cbaac5ef4f7a,99daa27c0951bf01a7a7870ddcc25e39ccbb7b0e9f5de9a320de5501d47423ad,0
826,24,576,0,0,1236,576,654,fa5a58bcfa1e3fa38e4e836c57b0626725c44397bd42dc95e2006219793ec39c,7cc09c0fb995b55c519000294b16443dc12121adee6e0e54b3b2e8df38c21af2,0
827,24,576,0,0,1170,576,588,09adffa4fef38128b644dee3a4a7e7163e1c2c0755f882f349c56dbbd76ea1bb,870e17fdfb6cb6cc59ceeeaf0c9b61c911a2ec7cf76648c91f9d1d1571884897,0
828,24,576,0,0,1086,576,504,678215539b57830b0020256fa179a72e5eea1826dc21044ec1870248cbbf6692,ec4a61fb1c8fa3fcd25978a11158c739960c4d5a8c230c41eb5de156552d4409,0
829,24,576,0,0,1122,576,540,cc1987cb1feb33f0b38357d910e6f159be35a1ea2d74ab13f7996553f9288ca3,d5cb24d6115776b376b0a42263a992bbbcdeb74a6d5c8bd777ffe08e1613068e,0
900,48,2304,0,0,3318,2304,1008,58c77136da604e65198589b30efb5ccb37f455d9eb86509ceeaa56fb5cb25a30,01b32c6172f3aacadced7beddc00cabe0aeb2520f6f74d6acd7d6ffd662abdee,0
901,48,2304,0,0,3246,2304,936,3ff1be82f1e5e4cb03875fdbdcc34f5e8dfc7686841fadc600d084d2cd393b5d,1c772b80ff32287ce683635c37ca8d8ddad275d19059fd660ccfb92868b89c0f,0
902,48,2304,0,0,3270,2304,960,f225b5b36d52b65a8b7cc92467e8c761171c5fe67f405c6ec08ff1f9dec05d31,15be50f1edf9e01595d8f0368827b3f8dc9da1cf15c3e5f27f8f9107c2c76ae4,0
903,48,2304,0,0,3318,2304,1008,f018716ec9af66e38cc218c6d8ce813f2d77d3f5c88c751842695af7ca51906b,f189901beba102900ddb112122270543ef36e189fc1c56335023ef0da84e8444,0
904,48,2304,0,0,3288,2304,978,de8d803e8bf6e0b40fd90e56279b77e71b868270ce8859b453ab310534a5b31f,8863b88af624e2ff92d1528e0230e379c8876a38e7d0d9df83701ed7b727fbdf,0
905,48,2304,0,0,3288,2304,978,5d938de4845b572a8b332a02d548237419a4df4f9bb8d90faa8891a7a8920845,b7f79afc952ba9f32ee595413ec2f40ac961acd0434e1d937973f5415f796079,0
906,48,2304,0,0,3276,2304,966,2581d0b489888e968aeba7b543b51cd443821abcc998e4a81e47971f628b4b8a,8353a93c9789993ed270a6aa44ad2caea1c3d050d955ecd4c68c0346cfe6e474,0
907,48,2304,0,0,3306,2304,996,e359761b7aeae2f6bfc8386baf28aab054312fa548da6b54a8f0548826fc6edb,917def631c68bb5ca95b8e8e84fbe07bfc2c451da80ae89de554d730b98f78cd,0
908,48,2304,0,0,3330,2304,1020,a0e4ae7dcd62fe5b5b2218bbc3a0e603c1d93d5abd7f65f09294adc873fae035,e2faf2fe97f602d160bdd75957a3e64f0c589f7be726cf60529314145c486928,0
909,48,2304,0,0,3342,2304,1032,454f990a0f7e5863bc22692ce3346076adb060b1dd9070da06e3689b881e6cd6,8f386e2233b347cd8459df62a107e754e6f187e48b38181f3958a777119f7009,0
910,48,2304,0,0,3354,2304,1044,e2d4e2b060d1088a8de82fa7ec9661014b8d170863e4dfd5dc0b3549e7d668c9,4ec7a1ae7d84b1776ea28dbae52e79ce56579a90f24f857e0f89737e63394532,0
911,48,2304,0,0,3372,2304,1062,6ea0fa483388ac38ebfcfbd8107185ce16eaa0e1ccae4abadd9c98dc81486b37,643b436fedbfe472f9f5bb45d0a521689fc182f3993c04bdbb245d3f75c882db,0
912,48,2304,0,0,3336,2304,1026,aec5ce8a39da78c9cd6c449725a0431521af99156533d9ff8af8d4ff4ab44c8d,616e036840d8d4159b482af9a5d7124b8ce18566b2c72eed00797b11c5af2f0a,0
913,48,2304,0,0,3396,2304,1086,6781f5f51cdbbfea5023baf0f0680779dee04565cb23ac1990199896fb554ef9,0d1c7185b4e94037a08ac5dfab9ff4deb01314dc969b491f714833f74a910ac4,0
914,48,2304,0,0,3366,2304,1056,a0395bde80900112edd2d29104624b42a02090700342f17cd898249c142e7b8a,e4cb52c05e40d0a85f1bbfe40d6316723cd1358a3f7c40b26f486071a2412caf,0
915,48,2304,0,0,3288,2304,978,bf153682160b9dd7d4c713ad1ff81e7655b556bb2ee40c89bb9b70a61180fdec,15f19364e6ee0547764395f730624b7e22371193e45256ad53f321cabdaecce7,0
916,48,2304,0,0,3312,2304,1002,aec8202b88fd039b93cdd34d1479463ec59c2c2bcec67241dd7718d8def8d85c,b5657e5cad04bcf3fc7c222a8c2f08f855775598554539f5fcf2f90615f8272a,0
917,48,2304,0,0,3270,2304,960,4b4b564024dd6493b41892e5875ef3dbb690dc45dc4d1df6b2aaaa704430ff6c,83531b80547eb1772778c0ecf7897d3ede979d16ecfd0d7801d9321a62d84349,0
918,48,2304,0,0,3312,2304,1002,601e1833ad1aaf98373798a03d205e7f5ddfb75821b737526f66d980d7ee6722,7d3d3cee3e0c56d9d68842bb8d5198d73ba47f5b19662e1b9128269ca06c2b7e,0
919,48,2304,0,0,3312,2304,1002,02fe3292a7f576a9ce7bac4bbc91045699c5eb5711632743d68dd598f2e4c648,5cd8fb1d1ad9e1f2e0aab34be84b878c52295615fa5d9eb91edeb27b987a7b71,0
920,48,2304,0,0,3240,2304,930,559a39ab44c23e626e0676bada5f786d0be76276e3a12a462f8f44700ecc479f,cbcb43f38705519754c42fd8d1ab170d3ee067f0605c6299796433b0940067c3,0
921,48,2304,0,0,3306,2304,996,1d5806863abda5e12827ca7e0480256fd6ed15e1e67e4e511257e7c8ee5fb5d5,f0795b7ebe1cf56717e353497754ea48cdcf605ed2d3483e816c996ab79cba50,0
922,48,2304,0,0,3306,2304,996,a7378c44e3d6a8a7f544e8a0e4adb20cef2c43203d841fc672f391a101ca74cc,320467783bd686c6a8468b1b87bec0bcaeca87a7e9606fb7220368644b70763b,0
923,48,2304,0,0,3222,2304,912,626be18141ca008dedea8e23f2519e3bbf2c8a08af73899ce02e13a3a5747a98,021b69eed8cbf1f70aec7b3e6172d312e4791e1a7fed08251be039d75379862e,0
924,48,2304,0,0,3276,2304,966,0e7adcb09f4c0515df6abf32ec5af855e90e604999f61e1d53cbcb883c7f2dfe,f9bd72d865260639354d1ef8910d21fce0caa572b59d28589a2305f87998633f,0
925,48,2304,0,0,3264,2304,954,a36d440b7eae34627bd0c852f91842e0ea0f7430947e8a168a400d1e5a9bfea6,6ee53679160cd89b2d5bdd3658031ea63afffd16fa6baa1f8853b08b65472de9,0
926,48,2304,0,0,3324,2304,1014,39d16d18f09e7cf310a2447b44ff897794b8ebc85f0ec950846e8aac4d714fdb,ce024aac363f5711568b72f8241095ab6e76ea5e4b6452d27178b4c97352121e,0
927,48,2304,0,0,3276,2304,966,5c6a7c56f1f27225debba1c4c90049b0f7a60f36fa81cf917c141d6ed436f1ce,aedc60e23bc0cd70be9e02420b45b624422cc7b29e236ce5478895bad71f544e,0
928,48,2304,0,0,3288,2304,978,f946229367652abe298e3738d406882523ce769db15ac06ce696a817ddab345c,328e57f3a7646637ea175a354b62de6ab0d1730759822038b0eb034c18140637,0
929,48,2304,0,0,3354,2304,1044,c3e492c62fe4db3724ea0499fcc523817f4608d09873f0e3b958005262bb2195,d1cfe861dbdae4e2bc42c0a92e5580282973b44d7c704fda7b23578fd9066b04,0
1000,32,1024,0,0,1524,1024,494,6a4666da510a5f012db66ce825bb830ea09de18c406237107a765bdcc913d493,73dc42a4202ffdda355a118a628c2bd73c9d35b2cabefe7f6494d40ccb04c816,0
1001,32,1024,0,0,1590,1024,560,c4695d41d9fc78f56d5439fb2a68fb57f1bc97991ae69261256378655ce45dcf,6faf4e520e9635ef0001f90c07183734cb6225d639810fdaf0f75568b2d1af1f,0
1002,32,1024,0,0,1590,1024,560,377640dc485c588e9e6ee4a74609d5a74f74f01d943831dfe4c5744238060f6e,86b6ba4511b88c309e4cd394e67de4ba7f06b13a5629228d2a8317763e89c6a6,0
1003,32,1024,0,0,1668,1024,638,fefc10c88405e751135135f7ed820d03ab5032017c964ea87dfc439b28390e74,6255b8d3237baee4f56854dcf61ac0f4ecdb8f7d17fb01584bda421000adef0b,0
1004,32,1024,0,0,1662,1024,632,65619176ff86305e746f023eb27f39812bd3122f21b99699c6c5d14558a7887e,dd77758414fef1af03c690df0c34bb48d4b8d03fdde3879aca20dcdf1b08ca69,0
1005,32,1024,0,0,1722,1024,692,06e9fa0bfd37ceb934d9ee1eebf943183354818454a7a6e8d3658398bd8410ef,55ba1f831a2dce25d2716336855e0e89db3bc01853f2516e3a3c75545f14ded8,0
1006,32,1024,0,0,1728,1024,698,29d5909afade2ac0a81d5af22ee54611e4d8258be227023ac69f9dfe3abd74f0,f1dd01353c5a7d4eb2ea3a74a88d8b3183fc7d1722db540ebc21755956bb55ee,0
1007,32,1024,0,0,1776,1024,746,b540c428ff5b0f598cab10ed7775f3cce0e54ef320146df2eff4193a2f4e91ca,4499ad34711d710ff69c17bc4f183b3724bffff8c4a343cd0b7e9023276994d5,0
1008,32,1024,0,0,1794,1024,764,ee7fb96f9ef15a9dbe4c9f551c7f188972eba8b4bbe52aeeeb7b1941f7eeadbd,09d2dd3bceb873856fc906d1a3704ffbdc2d6086fc5dcf9eb5e5a5131a0981b6,0
1009,32,1024,0,0,1818,1024,788,1d6a033746911173d161994db12568ed9b4f6323f32cb2a243acbc245ada18ad,aaa4c4ebc6f8deb65b6a0c682d9fef2649bbb978ab7a89978a66a84e58189113,0
1010,32,1024,0,0,1698,1024,668,ca931ea3709cc88f879356f72b99b44a58d28650dcec22eb50447c94694adfe4,4ecfb8b5921efe41f1c910723338821744fc86f9409d4b4c3a79ee22f5631fd4,0
1011,32,1024,0,0,1674,1024,644,c3681c3b2735fef51bb12a774fd93ca9606b2a04cf64fa7fea2036c9c89fae95,861215d96b1e1ef63d62cf1eafccb21362ca1c6cb4be7454a13eb52bb081330c,0
1012,32,1024,0,0,1710,1024,680,24fa6f39a075dc8294eda29db0beddb5b07e4003daa4f66e41622c9b998d6119,cd7540098fb62e245c5fb46ddc3a8fffb41d27e80abfde30d5a6b4a92d1e7032,0
1013,32,1024,0,0,1788,1024,758,254cc5cb70b7062da3263fd1547cc36fa4435f047ccc442905a8bb004303dd40,0043b856170b5e0469fdd11958218a7bf6f72666426bd9be173d970a7ac24c95,0
1014,32,1024,0,0,1704,1024,674,7bbeeae571bb1a9a9ea25548ffb261dc0aa4d666998490236056d2db1e96bd24,66c63c451eae19d168906c55f2c1071dc4f661a52c30892cd7bce11323f2786a,0
1015,32,1024,0,0,1776,1024,746,4518659028e2180977559c90d3b5cc71c1c1eb665f5bca248fb6fee942e2f341,c1c83a6cacb1526a97f7c696c3cd9150025adb5e73520c92f635ea042d2a8cfb,0
1016,32,1024,0,0,1836,1024,806,ada78b07f69503b4103645a6f66ab84b4bab3d5f34f7d02f9cd095ffeda004e0,303c1b6b68f7a8130644573a80a6b4a2362d2379f0423198efcd880dc1fe5a4e,0
1017,32,1024,0,0,1776,1024,746,d85ad654ac31fd045771b3b7d504fd9d99ec1614950c539646761a57907e4384,9e9fe774a12164e570f3aaa2d891fbc86960b664881a2401e2e37c9be065a0af,0
1018,32,1024,0,0,1716,1024,686,0bda79e99fe46ad063b6c3b754803c211c7370f082a2ce8c39e8af51cb2ab2e8,70a18e68a904d4b06913e102ae0bcaeb8c72e34457e75e309acacb087421160a,0
